shipment_id,origin,destination,cargo_type,weather,port_congestion_level,distance_km,gate_in_wait_hrs,actual_duration_hrs,planned_duration_hrs,total_cost_try
SHP-00561,Ambarli,Mersin,Dry,Clear,8,179,7.052542743964621,9.60968560110748,4.557142857142857,7532.27
SHP-00564,Ambarli,Izmir,Dry,Stormy,10,208,8.815678429955776,14.015678429955777,4.9714285714285715,8978.82
SHP-00565,Mersin,Izmir,Dry,Clear,3,368,2.644703528986733,7.90184638612959,7.257142857142857,9354.14
SHP-00566,Kocaeli,Mersin,Dry,Stormy,4,594,3.5262713719823107,18.37627137198231,10.485714285714286,14661.82
SHP-00568,Mersin,Ambarli,Cold_Chain,Clear,10,191,8.815678429955776,11.544249858527206,4.728571428571429,11422.17
SHP-00569,Ambarli,Izmir,Hazardous,Rainy,5,243,4.407839214977888,8.826021033159705,5.4714285714285715,12956.57
SHP-00570,Kocaeli,Iskenderun,Dry,Clear,2,231,1.7631356859911553,5.063135685991155,5.3,7073.57
SHP-00571,Izmir,Ambarli,Dry,Clear,5,161,4.407839214977888,6.707839214977888,4.3,6592.63
SHP-00572,Kocaeli,Mersin,Hazardous,Clear,10,568,8.815678429955776,16.929964144241488,10.114285714285714,22385.41
SHP-00573,Ambarli,Mersin,Dry,Rainy,9,217,7.934110586960199,11.879565132414744,5.1,8551.88
SHP-00575,Ambarli,Mersin,Hazardous,Rainy,5,151,4.407839214977888,7.153293760432433,4.157142857142857,10536.01
SHP-00576,Ambarli,Izmir,Dry,Clear,8,166,7.052542743964621,9.423971315393192,4.371428571428572,7331.16
SHP-00577,Izmir,Kocaeli,Dry,Rainy,3,188,2.644703528986733,6.062885347168551,4.685714285714285,6752.65
SHP-00578,Kocaeli,Iskenderun,Hazardous,Rainy,3,209,2.644703528986733,6.444703528986732,4.985714285714286,11356.76
SHP-00580,Izmir,Kocaeli,Dry,Stormy,6,201,5.289407057973466,10.314407057973465,4.871428571428572,7970.21
SHP-00581,Kocaeli,Mersin,Dry,Clear,1,566,0.8815678429955777,8.967282128709863,10.085714285714285,12256.02
SHP-00582,Izmir,Kocaeli,Dry,Clear,5,232,4.407839214977888,7.722124929263602,5.314285714285715,7691.0
SHP-00583,Ambarli,Iskenderun,Dry,Clear,2,634,1.7631356859911553,10.820278543134012,11.057142857142857,13307.98
SHP-00584,Ambarli,Iskenderun,Cold_Chain,Clear,6,605,5.289407057973466,13.932264200830609,10.642857142857142,19154.38
SHP-00586,Kocaeli,Ambarli,Hazardous,Rainy,7,363,6.1709749009690436,12.770974900969044,7.185714285714286,16819.08
SHP-00587,Izmir,Kocaeli,Cold_Chain,Clear,8,189,7.052542743964621,9.752542743964622,4.7,10761.75
SHP-00589,Ambarli,Kocaeli,Cold_Chain,Rainy,8,362,7.052542743964621,13.634360925782804,7.171428571428572,15002.22
SHP-00590,Iskenderun,Ambarli,Dry,Rainy,5,645,4.407839214977888,16.135111942250614,11.214285714285714,14708.36
SHP-00591,Ambarli,Iskenderun,Dry,Stormy,6,615,5.289407057973466,20.664407057973467,10.785714285714286,15483.72
SHP-00592,Izmir,Kocaeli,Dry,Clear,7,181,6.1709749009690436,8.75668918668333,4.585714285714285,7342.81
SHP-00594,Mersin,Ambarli,Hazardous,Clear,7,172,6.1709749009690436,8.628117758111902,4.457142857142857,11525.73
SHP-00595,Ambarli,Iskenderun,Hazardous,Clear,5,604,4.407839214977888,13.036410643549317,10.628571428571428,21513.34
SHP-00596,Kocaeli,Ambarli,Cold_Chain,Rainy,9,378,7.934110586960199,14.806837859687473,7.4,15679.12
SHP-00597,Mersin,Ambarli,Dry,Clear,5,246,4.407839214977888,7.922124929263602,5.514285714285714,7907.58
SHP-00598,Mersin,Kocaeli,Dry,Clear,1,612,0.8815678429955777,9.62442498585272,10.742857142857142,12967.64
SHP-00601,Kocaeli,Ambarli,Hazardous,Clear,4,373,3.5262713719823107,8.854842800553739,7.328571428571428,15443.0
SHP-00603,Izmir,Kocaeli,Cold_Chain,Clear,6,247,5.289407057973466,8.817978486544895,5.5285714285714285,11400.82
SHP-00604,Ambarli,Izmir,Hazardous,Clear,6,201,5.289407057973466,8.160835629402037,4.871428571428572,11890.91
SHP-00606,Izmir,Kocaeli,Dry,Clear,7,184,6.1709749009690436,8.799546329540473,4.628571428571428,7389.22
SHP-00607,Ambarli,Iskenderun,Cold_Chain,Clear,1,605,0.8815678429955777,9.52442498585272,10.642857142857142,18003.09
SHP-00608,Izmir,Mersin,Hazardous,Stormy,6,404,5.289407057973466,15.389407057973465,7.771428571428571,18647.0
SHP-00609,Mersin,Izmir,Hazardous,Stormy,5,441,4.407839214977888,15.43283921497789,8.3,19368.77
SHP-00610,Mersin,Izmir,Hazardous,Clear,5,362,4.407839214977888,9.57926778640646,7.171428571428572,15523.36
SHP-00611,Ambarli,Kocaeli,Dry,Clear,1,418,0.8815678429955777,6.852996414424149,7.9714285714285715,9966.46
SHP-00613,Ambarli,Kocaeli,Dry,Stormy,10,398,8.815678429955776,18.765678429955777,7.685714285714286,12427.05
SHP-00614,Kocaeli,Ambarli,Dry,Rainy,7,350,6.1709749009690436,12.534611264605406,7.0,10298.15
SHP-00616,Kocaeli,Iskenderun,Hazardous,Stormy,9,169,7.934110586960199,12.1591105869602,4.414285714285715,12881.02
SHP-00617,Mersin,Kocaeli,Dry,Clear,4,613,3.5262713719823107,12.28341422912517,10.757142857142858,13364.68
SHP-00618,Iskenderun,Mersin,Cold_Chain,Clear,5,772,4.407839214977888,15.436410643549316,13.028571428571428,22462.72
SHP-00621,Mersin,Ambarli,Dry,Rainy,7,166,6.1709749009690436,9.189156719150862,4.371428571428572,7272.45
SHP-00622,Mersin,Iskenderun,Oversized,Clear,1,805,0.8815678429955777,12.381567842995578,13.5,31906.7
SHP-00623,Izmir,Iskenderun,Dry,Clear,6,359,5.289407057973466,10.417978486544895,7.128571428571429,9876.08
SHP-00624,Iskenderun,Kocaeli,Dry,Clear,10,163,8.815678429955776,11.144249858527205,4.328571428571429,7725.53
SHP-00626,Izmir,Ambarli,Dry,Clear,1,167,0.8815678429955777,3.2672821287098635,4.385714285714286,6083.49
SHP-00627,Ambarli,Mersin,Dry,Clear,10,207,8.815678429955776,11.772821287098633,4.957142857142857,8406.21
SHP-00628,Izmir,Kocaeli,Oversized,Clear,5,234,4.407839214977888,7.7506963578350305,5.342857142857143,15443.88
SHP-00629,Mersin,Kocaeli,Dry,Clear,8,603,7.052542743964621,15.666828458250336,10.614285714285714,14091.55
SHP-00631,Kocaeli,Mersin,Oversized,Clear,7,620,6.1709749009690436,15.0281177581119,10.857142857142858,28268.29
SHP-00632,Ambarli,Iskenderun,Cold_Chain,Clear,8,614,7.052542743964621,15.823971315393194,10.771428571428572,19966.4
SHP-00633,Ambarli,Izmir,Dry,Clear,3,163,2.644703528986733,4.973274957558162,4.328571428571429,6182.79
SHP-00634,Ambarli,Mersin,Oversized,Clear,9,220,7.934110586960199,11.076967729817342,5.142857142857142,16773.86
SHP-00635,Kocaeli,Iskenderun,Dry,Rainy,2,214,1.7631356859911553,5.654044776900246,5.057142857142857,6959.81
SHP-00636,Ambarli,Mersin,Dry,Rainy,6,206,5.289407057973466,9.034861603428011,4.942857142857143,7709.82
SHP-00637,Izmir,Kocaeli,Hazardous,Rainy,8,250,7.052542743964621,11.597997289419167,5.571428571428571,14198.63
SHP-00639,Izmir,Iskenderun,Dry,Clear,6,387,5.289407057973466,10.817978486544895,7.5285714285714285,10309.24
SHP-00640,Iskenderun,Mersin,Oversized,Clear,9,814,7.934110586960199,19.562682015531628,13.628571428571428,35152.22
SHP-00641,Iskenderun,Kocaeli,Dry,Clear,9,181,7.934110586960199,10.519824872674485,4.585714285714285,7783.6
SHP-00642,Kocaeli,Ambarli,Dry,Clear,5,363,4.407839214977888,9.593553500692174,7.185714285714286,9717.57
SHP-00644,Kocaeli,Iskenderun,Dry,Clear,5,202,4.407839214977888,7.293553500692173,4.885714285714286,7226.9
SHP-00647,Kocaeli,Mersin,Cold_Chain,Clear,4,643,3.5262713719823107,12.711985657696596,11.185714285714285,19360.29
SHP-00649,Ambarli,Iskenderun,Dry,Clear,1,605,0.8815678429955777,9.52442498585272,10.642857142857142,12859.35
SHP-00650,Iskenderun,Izmir,Hazardous,Clear,4,398,3.5262713719823107,9.211985657696596,7.685714285714286,16061.8
SHP-00652,Izmir,Iskenderun,Dry,Clear,5,385,4.407839214977888,9.907839214977887,7.5,10057.91
SHP-00653,Iskenderun,Mersin,Cold_Chain,Clear,7,761,6.1709749009690436,17.042403472397616,12.871428571428572,22841.58
SHP-00654,Ambarli,Izmir,Dry,Rainy,1,217,0.8815678429955777,4.827022388450123,5.1,6856.99
SHP-00655,Ambarli,Mersin,Cold_Chain,Clear,1,164,0.8815678429955777,3.2244249858527207,4.342857142857143,8451.91
SHP-00658,Mersin,Kocaeli,Dry,Clear,6,569,5.289407057973466,13.417978486544893,10.128571428571428,13124.78
SHP-00659,Izmir,Ambarli,Oversized,Stormy,10,181,8.815678429955776,13.340678429955776,4.585714285714285,16977.62
SHP-00660,Kocaeli,Ambarli,Cold_Chain,Clear,6,370,5.289407057973466,10.575121343687751,7.285714285714286,14064.75
SHP-00661,Mersin,Izmir,Dry,Stormy,3,415,2.644703528986733,13.019703528986733,7.928571428571429,11192.83
SHP-00662,Izmir,Ambarli,Dry,Clear,7,210,6.1709749009690436,9.170974900969043,5.0,7791.44
SHP-00663,Ambarli,Kocaeli,Oversized,Stormy,4,387,3.5262713719823107,13.201271371982312,7.5285714285714285,21810.13
SHP-00665,Kocaeli,Izmir,Cold_Chain,Clear,4,220,3.5262713719823107,6.6691285148394535,5.142857142857142,10198.95
SHP-00666,Izmir,Iskenderun,Cold_Chain,Clear,7,404,6.1709749009690436,11.942403472397615,7.771428571428571,15109.67
SHP-00668,Iskenderun,Ambarli,Hazardous,Clear,10,625,8.815678429955776,17.744249858527205,10.928571428571429,23796.27
SHP-00669,Mersin,Iskenderun,Hazardous,Clear,9,804,7.934110586960199,19.419824872674486,13.485714285714286,27874.25
SHP-00670,Mersin,Ambarli,Dry,Clear,7,202,6.1709749009690436,9.056689186683329,4.885714285714286,7667.68
SHP-00671,Izmir,Iskenderun,Hazardous,Clear,8,402,7.052542743964621,12.795399886821764,7.742857142857143,17571.32
SHP-00672,Kocaeli,Iskenderun,Oversized,Clear,6,223,5.289407057973466,8.475121343687752,5.185714285714285,15544.32
SHP-00674,Izmir,Iskenderun,Hazardous,Stormy,9,359,7.934110586960199,16.9091105869602,7.128571428571429,18398.18
SHP-00675,Iskenderun,Kocaeli,Oversized,Rainy,4,168,3.5262713719823107,6.580816826527766,4.4,13288.33
SHP-00677,Kocaeli,Mersin,Dry,Rainy,5,628,4.407839214977888,15.826021033159705,10.971428571428572,14428.81
SHP-00678,Mersin,Kocaeli,Cold_Chain,Rainy,6,623,5.289407057973466,16.616679785246195,10.9,20393.77
SHP-00680,Izmir,Kocaeli,Dry,Clear,3,193,2.644703528986733,5.40184638612959,4.757142857142857,6646.89
SHP-00681,Iskenderun,Mersin,Cold_Chain,Stormy,10,847,8.815678429955776,29.99067842995578,14.1,28806.06
SHP-00682,Iskenderun,Kocaeli,Hazardous,Clear,4,182,3.5262713719823107,6.126271371982311,4.6,10715.37
SHP-00683,Ambarli,Kocaeli,Cold_Chain,Clear,4,404,3.5262713719823107,9.297699943410882,7.771428571428571,14184.03
SHP-00684,Iskenderun,Izmir,Dry,Rainy,1,443,0.8815678429955777,8.936113297541032,8.32857142857143,10505.1
SHP-00685,Ambarli,Iskenderun,Dry,Rainy,7,624,6.1709749009690436,17.51642944642359,10.914285714285715,14803.82
SHP-00687,Izmir,Iskenderun,Hazardous,Clear,10,437,8.815678429955776,15.058535572812918,8.242857142857144,19142.9
SHP-00690,Izmir,Mersin,Dry,Clear,9,423,7.934110586960199,13.976967729817343,8.042857142857143,11527.34
SHP-00691,Ambarli,Iskenderun,Dry,Clear,6,600,5.289407057973466,13.860835629402036,10.571428571428571,13604.35
SHP-00692,Kocaeli,Ambarli,Dry,Clear,1,374,0.8815678429955777,6.22442498585272,7.3428571428571425,9285.78
SHP-00694,Iskenderun,Ambarli,Dry,Clear,10,608,8.815678429955776,17.50139271567006,10.685714285714285,14609.68
SHP-00695,Izmir,Ambarli,Hazardous,Stormy,3,196,2.644703528986733,7.544703528986734,4.8,11549.27
SHP-00696,Izmir,Iskenderun,Dry,Clear,4,357,3.5262713719823107,8.62627137198231,7.1,9404.36
SHP-00697,Kocaeli,Iskenderun,Cold_Chain,Rainy,3,156,2.644703528986733,5.481067165350369,4.228571428571429,8717.02
SHP-00698,Kocaeli,Izmir,Dry,Rainy,3,190,2.644703528986733,6.0992489835321875,4.714285714285714,6785.54
SHP-00699,Iskenderun,Izmir,Dry,Rainy,9,369,7.934110586960199,14.643201496051109,7.271428571428571,11051.37
SHP-00701,Mersin,Ambarli,Dry,Clear,1,208,0.8815678429955777,3.8529964144241493,4.9714285714285715,6717.76
SHP-00703,Iskenderun,Kocaeli,Dry,Clear,3,222,2.644703528986733,5.816132100415304,5.171428571428571,7095.52
SHP-00704,Mersin,Iskenderun,Dry,Rainy,9,830,7.934110586960199,23.02501967786929,13.857142857142858,18632.07
SHP-00705,Mersin,Iskenderun,Dry,Clear,5,793,4.407839214977888,15.736410643549316,13.32857142857143,16369.67
SHP-00708,Kocaeli,Ambarli,Hazardous,Rainy,10,366,8.815678429955776,15.47022388450123,7.228571428571429,17955.89
SHP-00709,Ambarli,Iskenderun,Dry,Clear,9,572,7.934110586960199,16.10553915838877,10.17142857142857,13832.37
SHP-00712,Mersin,Izmir,Cold_Chain,Clear,6,352,5.289407057973466,10.317978486544895,7.0285714285714285,13674.91
SHP-00713,Kocaeli,Iskenderun,Hazardous,Rainy,3,181,2.644703528986733,5.935612619895824,4.585714285714285,10620.07
SHP-00714,Iskenderun,Ambarli,Oversized,Clear,1,613,0.8815678429955777,9.638710700138436,10.757142857142858,25966.22
SHP-00715,Mersin,Iskenderun,Dry,Clear,8,804,7.052542743964621,18.538257029678906,13.485714285714286,17201.02
SHP-00716,Izmir,Iskenderun,Cold_Chain,Clear,9,417,7.934110586960199,13.891253444103057,7.957142857142857,16008.32
SHP-00717,Kocaeli,Ambarli,Cold_Chain,Clear,8,434,7.052542743964621,13.252542743964622,8.2,16067.96
SHP-00718,Izmir,Mersin,Dry,Clear,6,373,5.289407057973466,10.617978486544894,7.328571428571428,10092.66
SHP-00719,Kocaeli,Ambarli,Dry,Clear,6,368,5.289407057973466,10.546549915116323,7.257142857142857,10015.31
SHP-00720,Iskenderun,Mersin,Dry,Clear,1,843,0.8815678429955777,12.92442498585272,14.042857142857143,16541.21
SHP-00722,Kocaeli,Ambarli,Dry,Clear,4,419,3.5262713719823107,9.511985657696597,7.985714285714286,10363.5
SHP-00723,Ambarli,Kocaeli,Dry,Clear,9,417,7.934110586960199,13.891253444103057,7.957142857142857,11434.52
SHP-00725,Iskenderun,Mersin,Hazardous,Clear,1,803,0.8815678429955777,12.35299641442415,13.471428571428572,25475.86
SHP-00726,Izmir,Kocaeli,Dry,Clear,5,182,4.407839214977888,7.0078392149778885,4.6,6917.5
SHP-00727,Izmir,Iskenderun,Cold_Chain,Clear,10,402,8.815678429955776,14.558535572812918,7.742857142857143,15992.0
SHP-00728,Iskenderun,Izmir,Oversized,Clear,1,443,0.8815678429955777,7.210139271567006,8.32857142857143,20706.42
SHP-00729,Kocaeli,Mersin,Dry,Clear,2,555,1.7631356859911553,9.691707114562584,9.928571428571429,12085.85
SHP-00731,Kocaeli,Iskenderun,Dry,Rainy,3,235,2.644703528986733,6.917430801714005,5.357142857142858,7525.52
SHP-00732,Iskenderun,Izmir,Cold_Chain,Clear,4,381,3.5262713719823107,8.969128514839454,7.442857142857143,13685.89
SHP-00733,Iskenderun,Mersin,Hazardous,Clear,6,771,5.289407057973466,16.30369277225918,13.014285714285714,25999.55
SHP-00735,Ambarli,Iskenderun,Hazardous,Clear,9,582,7.934110586960199,16.248396301245915,10.314285714285715,22379.31
SHP-00738,Ambarli,Izmir,Hazardous,Clear,7,232,6.1709749009690436,9.485260615254758,5.314285714285715,13010.85
SHP-00739,Iskenderun,Ambarli,Hazardous,Clear,5,568,4.407839214977888,12.522124929263601,10.114285714285714,20622.27
SHP-00740,Iskenderun,Izmir,Dry,Rainy,8,440,7.052542743964621,15.052542743964622,8.285714285714285,11998.51
SHP-00741,Ambarli,Iskenderun,Hazardous,Clear,1,594,0.8815678429955777,9.367282128709864,10.485714285714286,20302.69
SHP-00742,Iskenderun,Ambarli,Cold_Chain,Stormy,3,646,2.644703528986733,18.79470352898673,11.228571428571428,21539.21
SHP-00743,Iskenderun,Izmir,Oversized,Clear,6,407,5.289407057973466,11.10369277225918,7.814285714285714,21237.28
SHP-00744,Izmir,Kocaeli,Dry,Clear,3,209,2.644703528986733,5.630417814701019,4.985714285714286,6894.41
SHP-00745,Iskenderun,Kocaeli,Oversized,Clear,7,202,6.1709749009690436,9.056689186683329,4.885714285714286,15335.37
SHP-00746,Iskenderun,Izmir,Hazardous,Clear,8,413,7.052542743964621,12.95254274396462,7.9,17843.59
SHP-00747,Mersin,Iskenderun,Cold_Chain,Clear,4,786,3.5262713719823107,14.754842800553739,13.228571428571428,22457.38
SHP-00748,Ambarli,Mersin,Hazardous,Clear,1,239,0.8815678429955777,4.2958535572812915,5.414285714285715,11515.73
SHP-00749,Izmir,Iskenderun,Cold_Chain,Stormy,3,448,2.644703528986733,13.844703528986733,8.4,16508.43
SHP-00750,Ambarli,Mersin,Cold_Chain,Clear,2,193,1.7631356859911553,4.520278543134013,4.757142857142857,9079.99
SHP-00751,Ambarli,Izmir,Hazardous,Rainy,10,244,8.815678429955776,13.252042066319412,5.485714285714286,14746.02
SHP-00752,Izmir,Kocaeli,Dry,Rainy,7,175,6.1709749009690436,9.352793082787226,4.5,7420.45
SHP-00754,Ambarli,Izmir,Dry,Clear,10,187,8.815678429955776,11.487107001384347,4.671428571428571,8096.81
SHP-00755,Mersin,Izmir,Cold_Chain,Rainy,1,430,0.8815678429955777,8.699749661177396,8.142857142857142,14407.85
SHP-00756,Iskenderun,Kocaeli,Hazardous,Stormy,4,173,3.5262713719823107,7.85127137198231,4.4714285714285715,11234.03
SHP-00758,Kocaeli,Iskenderun,Dry,Clear,2,186,1.7631356859911553,4.420278543134012,4.657142857142857,6377.42
SHP-00759,Kocaeli,Iskenderun,Dry,Rainy,10,230,8.815678429955776,12.997496611773958,5.285714285714286,8986.05
SHP-00760,Izmir,Kocaeli,Dry,Clear,7,209,6.1709749009690436,9.15668918668333,4.985714285714286,7775.97
SHP-00762,Izmir,Ambarli,Dry,Rainy,2,198,1.7631356859911553,5.363135685991155,4.828571428571429,6696.7
SHP-00763,Ambarli,Izmir,Dry,Clear,7,174,6.1709749009690436,8.65668918668333,4.485714285714286,7234.52
SHP-00764,Ambarli,Izmir,Hazardous,Clear,4,167,3.5262713719823107,5.911985657696596,4.385714285714286,10344.09
SHP-00765,Ambarli,Mersin,Dry,Clear,6,245,5.289407057973466,8.789407057973467,5.5,8112.5
SHP-00766,Mersin,Ambarli,Hazardous,Clear,3,167,2.644703528986733,5.030417814701019,4.385714285714286,9991.47
SHP-00767,Ambarli,Iskenderun,Dry,Clear,3,626,2.644703528986733,11.587560671843876,10.942857142857143,13345.4
SHP-00769,Kocaeli,Izmir,Cold_Chain,Clear,4,155,3.5262713719823107,5.740557086268025,4.214285714285714,8791.18
SHP-00770,Kocaeli,Izmir,Dry,Clear,3,155,2.644703528986733,4.858989243272447,4.214285714285714,6059.03
SHP-00771,Izmir,Ambarli,Cold_Chain,Clear,9,193,7.934110586960199,10.691253444103056,4.757142857142857,11156.93
SHP-00772,Izmir,Kocaeli,Hazardous,Rainy,9,245,7.934110586960199,12.388656041505653,5.5,14419.7
SHP-00773,Ambarli,Mersin,Hazardous,Clear,2,193,1.7631356859911553,4.520278543134013,4.757142857142857,10377.14
SHP-00774,Izmir,Kocaeli,Dry,Rainy,9,230,7.934110586960199,12.115928768778382,5.285714285714286,8765.65
SHP-00775,Ambarli,Iskenderun,Cold_Chain,Clear,8,627,7.052542743964621,16.009685601107478,10.957142857142857,20247.96
SHP-00777,Ambarli,Izmir,Dry,Clear,1,198,0.8815678429955777,3.7101392715670065,4.828571428571429,6563.06
SHP-00778,Ambarli,Kocaeli,Dry,Clear,8,440,7.052542743964621,13.338257029678907,8.285714285714285,11569.94
SHP-00779,Izmir,Iskenderun,Dry,Clear,3,401,2.644703528986733,8.373274957558161,7.728571428571429,9864.65
SHP-00780,Ambarli,Izmir,Dry,Clear,7,220,6.1709749009690436,9.313832043826187,5.142857142857142,7946.14
SHP-00781,Mersin,Iskenderun,Oversized,Stormy,10,765,8.815678429955776,27.940678429955774,12.928571428571429,38175.15
SHP-00782,Ambarli,Mersin,Cold_Chain,Rainy,4,163,3.5262713719823107,6.489907735618674,4.328571428571429,9186.72
SHP-00784,Izmir,Mersin,Dry,Clear,8,446,7.052542743964621,13.423971315393192,8.37142857142857,11662.76
SHP-00785,Ambarli,Mersin,Dry,Stormy,10,218,8.815678429955776,14.265678429955777,5.114285714285714,9160.31
SHP-00786,Mersin,Ambarli,Cold_Chain,Rainy,1,189,0.8815678429955777,4.317931479359214,4.7,8993.36
SHP-00787,Iskenderun,Kocaeli,Hazardous,Clear,2,227,1.7631356859911553,5.005992828848298,5.242857142857143,11218.7
SHP-00788,Izmir,Ambarli,Oversized,Clear,5,235,4.407839214977888,7.764982072120745,5.357142857142858,15474.82
SHP-00789,Kocaeli,Izmir,Dry,Clear,7,223,6.1709749009690436,9.35668918668333,5.185714285714285,7992.55
SHP-00790,Izmir,Ambarli,Hazardous,Rainy,1,179,0.8815678429955777,4.136113297541032,4.557142857142857,10030.61
SHP-00792,Iskenderun,Kocaeli,Dry,Clear,9,199,7.934110586960199,10.776967729817342,4.842857142857143,8062.06
SHP-00793,Ambarli,Mersin,Oversized,Clear,7,154,6.1709749009690436,8.370974900969044,4.2,13850.25
SHP-00794,Mersin,Kocaeli,Dry,Clear,10,564,8.815678429955776,16.87282128709863,10.057142857142857,13929.0
SHP-00795,Izmir,Kocaeli,Hazardous,Clear,8,190,7.052542743964621,9.766828458250336,4.714285714285714,12323.9
SHP-00796,Kocaeli,Izmir,Oversized,Clear,5,221,4.407839214977888,7.5649820721207455,5.157142857142857,15041.66
SHP-00797,Izmir,Mersin,Dry,Clear,8,425,7.052542743964621,13.123971315393192,8.071428571428571,11337.89
SHP-00798,Ambarli,Mersin,Dry,Clear,6,154,5.289407057973466,7.489407057973466,4.2,6704.73
SHP-00799,Mersin,Ambarli,Dry,Clear,9,241,7.934110586960199,11.376967729817341,5.442857142857143,8711.8
SHP-00800,Kocaeli,Iskenderun,Dry,Clear,5,151,4.407839214977888,6.5649820721207455,4.157142857142857,6437.93
SHP-00801,Iskenderun,Izmir,Dry,Rainy,9,354,7.934110586960199,14.370474223323836,7.057142857142857,10804.71
SHP-00802,Kocaeli,Ambarli,Dry,Rainy,4,387,3.5262713719823107,10.562635008345946,7.5285714285714285,10245.41
SHP-00803,Iskenderun,Mersin,Dry,Clear,6,843,5.289407057973466,17.332264200830608,14.042857142857143,17363.56
SHP-00804,Mersin,Ambarli,Cold_Chain,Clear,6,156,5.289407057973466,7.517978486544894,4.228571428571429,9429.94
SHP-00805,Mersin,Kocaeli,Dry,Rainy,8,580,7.052542743964621,17.597997289419165,10.285714285714286,14300.67
SHP-00806,Izmir,Kocaeli,Dry,Clear,5,240,4.407839214977888,7.836410643549316,5.428571428571429,7814.76
SHP-00809,Izmir,Ambarli,Dry,Clear,8,211,7.052542743964621,10.066828458250335,5.014285714285714,8027.31
SHP-00810,Mersin,Iskenderun,Dry,Clear,4,795,3.5262713719823107,14.883414229125169,13.357142857142858,16180.22
SHP-00811,Kocaeli,Ambarli,Cold_Chain,Clear,6,359,5.289407057973466,10.417978486544895,7.128571428571429,13826.51
SHP-00812,Ambarli,Iskenderun,Dry,Stormy,5,568,4.407839214977888,18.607839214977886,10.114285714285714,14410.35
SHP-00813,Mersin,Kocaeli,Dry,Clear,8,554,7.052542743964621,14.966828458250337,9.914285714285715,13333.52
SHP-00814,Kocaeli,Ambarli,Dry,Clear,10,437,8.815678429955776,15.058535572812918,8.242857142857144,11964.31
SHP-00815,Ambarli,Kocaeli,Dry,Clear,10,421,8.815678429955776,14.82996414424149,8.014285714285714,11716.79
SHP-00817,Kocaeli,Izmir,Cold_Chain,Clear,4,227,3.5262713719823107,6.769128514839453,5.242857142857143,10350.56
SHP-00819,Iskenderun,Kocaeli,Dry,Stormy,3,236,2.644703528986733,8.544703528986734,5.371428571428572,7944.24
SHP-00820,Ambarli,Izmir,Dry,Clear,5,231,4.407839214977888,7.707839214977888,5.3,7675.53
SHP-00821,Iskenderun,Ambarli,Dry,Rainy,7,641,6.1709749009690436,17.8255203555145,11.157142857142857,15083.36
SHP-00822,Ambarli,Iskenderun,Dry,Stormy,5,630,4.407839214977888,20.157839214977887,11.0,15535.56
SHP-00824,Iskenderun,Mersin,Cold_Chain,Clear,8,833,7.052542743964621,18.95254274396462,13.9,24709.5
SHP-00825,Ambarli,Mersin,Hazardous,Clear,9,194,7.934110586960199,10.70553915838877,4.771428571428571,12775.53
SHP-00826,Mersin,Iskenderun,Dry,Rainy,2,832,1.7631356859911553,16.89040841326388,13.885714285714286,17122.21
SHP-00827,Mersin,Izmir,Cold_Chain,Rainy,5,449,4.407839214977888,12.571475578614251,8.414285714285715,16079.46
SHP-00829,Kocaeli,Izmir,Hazardous,Clear,8,173,7.052542743964621,9.523971315393194,4.4714285714285715,11903.11
SHP-00830,Mersin,Kocaeli,Dry,Clear,8,584,7.052542743964621,15.395399886821764,10.342857142857143,13797.62
SHP-00832,Mersin,Izmir,Dry,Clear,6,388,5.289407057973466,10.832264200830608,7.542857142857143,10324.71
SHP-00835,Ambarli,Kocaeli,Dry,Rainy,8,360,7.052542743964621,13.597997289419167,7.142857142857143,10682.99
SHP-00836,Ambarli,Iskenderun,Dry,Clear,10,574,8.815678429955776,17.015678429955777,10.2,14083.7
SHP-00837,Ambarli,Izmir,Cold_Chain,Clear,7,163,6.1709749009690436,8.499546329540472,4.328571428571429,9890.1
SHP-00838,Mersin,Kocaeli,Cold_Chain,Clear,1,603,0.8815678429955777,9.495853557281292,10.614285714285714,17959.77
SHP-00839,Ambarli,Kocaeli,Dry,Clear,1,394,0.8815678429955777,6.510139271567007,7.628571428571429,9595.18
SHP-00840,Izmir,Kocaeli,Dry,Clear,1,241,0.8815678429955777,4.324424985852721,5.442857142857143,7228.27
SHP-00841,Kocaeli,Izmir,Hazardous,Clear,6,170,5.289407057973466,7.717978486544894,4.428571428571429,11123.6
SHP-00842,Ambarli,Iskenderun,Dry,Stormy,8,596,7.052542743964621,21.95254274396462,10.514285714285714,15579.68
SHP-00844,Izmir,Mersin,Dry,Clear,10,436,8.815678429955776,15.044249858527206,8.228571428571428,11948.84
SHP-00846,Ambarli,Mersin,Dry,Clear,7,168,6.1709749009690436,8.570974900969043,4.4,7141.7
SHP-00848,Ambarli,Kocaeli,Oversized,Stormy,7,361,6.1709749009690436,15.195974900969045,7.1571428571428575,22188.76
SHP-00851,Izmir,Kocaeli,Dry,Clear,4,188,3.5262713719823107,6.211985657696596,4.685714285714285,6789.93
SHP-00852,Mersin,Ambarli,Dry,Clear,4,207,3.5262713719823107,6.483414229125168,4.957142857142857,7083.86
SHP-00853,Iskenderun,Mersin,Dry,Stormy,4,849,3.5262713719823107,24.751271371982313,14.128571428571428,19289.7
SHP-00854,Iskenderun,Mersin,Cold_Chain,Clear,10,843,8.815678429955776,20.85853557281292,14.042857142857143,25543.18
